r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p39119,0.065,0.13,0.408,0.513,0.711,1.111,1.456,1.113803566,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383,1.134919383
p39121,0.00425,0.0085,0.027,0.037,0.058,0.108,0.159,0.121598738,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043
p39125,0.00825,0.0165,0.052,0.069,0.103,0.186,0.267,0.206411303,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092,0.211385092
p39127,0.011,0.022,0.069,0.095,0.146,0.277,0.41,0.314726145,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691,0.322283691
p39129,0.028,0.056,0.176,0.255,0.409,0.725,1.035,0.847103813,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616,0.878011616
p39131,0.01075,0.0215,0.067,0.09,0.135,0.244,0.351,0.268743429,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347,0.273838347
p39137,0.0345,0.069,0.216,0.257,0.341,0.514,0.668,0.516028258,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314,0.529523314
p39139,0.15375,0.3075,0.965,1.176,1.704,2.646,3.496,2.739548038,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337,3.072009337
p39141,0.05275,0.1055,0.331,0.55,0.872,1.353,1.793,1.693185788,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194,1.971871194
p39145,0.08725,0.1745,0.548,0.679,0.938,1.447,1.898,1.509254924,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552,1.579230552
p39147,0.05575,0.1115,0.35,0.418,0.555,0.838,1.081,0.829732565,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046,0.847584046
p39149,0.03675,0.0735,0.231,0.337,0.517,0.823,1.11,0.884911824,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612,0.989716612
p39157,0.0635,0.127,0.398,0.497,0.787,1.353,1.912,1.472468751,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888,1.854618888
p39159,0.0375,0.075,0.235,0.286,0.387,0.606,0.803,0.617190233,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982,0.630481982
p39161,0.019,0.038,0.119,0.148,0.206,0.334,0.456,0.35049048,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056,0.358726056
p39163,0.00425,0.0085,0.027,0.044,0.09,0.181,0.281,0.309616955,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644,0.384424644
p39167,0.07,0.14,0.439,0.56,0.855,1.738,3.142,2.969461618,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439,3.376810439
p39169,0.064,0.128,0.402,0.528,0.766,1.255,1.733,1.370284938,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687,1.428080687
p39171,0.026,0.052,0.163,0.234,0.364,0.614,0.859,0.66828214,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467,0.826251467
p39175,0.01675,0.0335,0.105,0.129,0.176,0.28,0.375,0.288158354,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928,0.294681928
p39023,0.1625,0.325,1.02,1.301,1.98,3.103,4.12,3.212659094,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998,3.749236998
p39027,0.0265,0.053,0.166,0.216,0.312,0.52,0.719,0.557923621,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107,0.574334107
p39047,0.01775,0.0355,0.111,0.14,0.198,0.333,0.464,0.359687023,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116,0.370218116
p39057,0.13875,0.2775,0.871,1.094,1.53,2.441,3.276,2.572988422,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412,2.66949412
p39097,0.02475,0.0495,0.155,0.198,0.304,0.514,0.723,0.568142003,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541,0.669062541
p39109,0.08175,0.1635,0.513,0.633,0.89,1.434,1.948,1.517429629,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891,1.608771891
p39113,0.62175,1.2435,3.902,4.728,6.382,9.677,12.592,9.755488667,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563,10.03058563
p39135,0.03325,0.0665,0.209,0.311,0.417,0.639,0.842,0.65193273,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753,0.683382753
p39015,0.0215,0.043,0.135,0.178,0.291,0.533,0.781,0.60799369,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058,0.752093058
p39017,0.29075,0.5815,1.825,2.308,3.237,5.15,6.911,5.411654759,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405,5.625081405
p39025,0.137,0.274,0.86,1.059,1.46,2.36,3.215,2.496350562,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973,2.570721973
p39061,0.84675,1.6935,5.314,6.372,8.544,13.137,17.269,13.34418419,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079,13.69474079
p39165,0.151,0.302,0.948,1.323,1.987,3.167,4.26,3.387393415,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042,3.517899042
p42003,4.38775,8.7755,24.152,31.399,52.444,84.616,125.586,129.0203483,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398,143.2881398
p42005,0.136,0.272,0.749,0.918,1.321,1.693,2.111,1.934339588,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614,1.980556614
p42007,0.46975,0.9395,2.586,3.594,6.593,11.314,17.508,17.60014002,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526,19.21976526
p42019,0.46225,0.9245,2.544,3.182,4.148,5.146,6.14,5.659961425,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132,5.866429132
p42051,0.29375,0.5875,1.617,1.921,2.629,3.322,4.071,3.737883895,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457,3.829959457
p42059,0.067,0.134,0.369,0.494,0.677,0.855,1.045,0.957462332,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808,0.980386808
p42125,0.55875,1.1175,3.076,3.818,4.984,6.206,7.432,6.814638517,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469,7.053072469
p42129,1.0275,2.055,5.656,6.887,8.895,11.082,13.28,12.19257262,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819,12.56053819
p54001,0,0,0,0,0.066,0.105,0.265,0.186996379,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326,0.19372326
p54003,0,0,0,0,0.41,0.607,1.462,1.047384088,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353,1.101179353
p54007,0,0,0,0,0.088,0.128,0.311,0.231957256,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472,0.248551472
p54009,0,0,0,0,0.081,0.123,0.314,0.220717037,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787,0.229143787
p54013,0,0,0,0,0.044,0.09,0.174,0.122620576,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671,0.12759671
p54015,0,0,0,0,0.037,0.059,0.147,0.105249328,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841,0.109365841
p54017,0,0,0,0,0.029,0.041,0.107,0.074594184,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237,0.077599237
p54021,0,0,0,0,0.029,0.044,0.109,0.077659698,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451,0.081783451
p54023,0,0,0,0,0.044,0.067,0.171,0.119555062,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496,0.123412496
p54025,0,0,0,0,0.3,0.705,1.275,0.888999177,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622,0.915928622
p54027,0,0,0,0,0.132,0.21,0.519,0.375014595,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421,0.3964421
p54029,0,0,0,0,0.11,0.161,0.411,0.288158354,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968,0.298393968
p54031,0,0,0,0,0.088,0.128,0.321,0.22480439,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338,0.232778338
p54033,0,0,0,0,0.213,0.313,0.787,0.555879945,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183,0.578615183
p54035,0,0,0,0,0.066,0.095,0.241,0.16962513,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682,0.176022682
p54037,0,0,0,0,0.213,0.32,0.793,0.562010974,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332,0.58645332
p54041,0,0,0,0,0.059,0.09,0.222,0.158384911,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241,0.166160241
p54049,0,0,0,0,0.235,0.346,0.849,0.602884499,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612,0.629692612
p54051,0,0,0,0,0.022,0.038,0.097,0.067441317,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181,0.069250181
p54057,0,0,0,0,0.11,0.182,0.46,0.328010041,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234,0.34112234
p54061,0,0,0,0,0.462,1.056,2.383,1.678880055,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756,1.790782756
p54063,0,0,0,0,0.007,0.008,0.018,0.013283896,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736,0.013535736
p54065,0,0,0,0,0.103,0.151,0.387,0.270787106,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808,0.279632808
p54067,0,0,0,0,0.125,0.192,0.474,0.341293937,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407,0.358900407
p54069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p54071,0,0,0,0,0.059,0.085,0.219,0.154297558,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525,0.160404525
p54073,0,0,0,0,0.037,0.051,0.128,0.089921756,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102,0.092687102
p54075,0,0,0,0,0.081,0.12,0.306,0.215607846,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443,0.223407443
p54077,0,0,0,0,0.11,0.164,0.419,0.294289383,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123,0.30464123
p54083,0,0,0,0,0.117,0.172,0.433,0.305529602,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711,0.318215711
p54085,0,0,0,0,0.051,0.074,0.187,0.130795281,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102,0.135396102
p54087,0,0,0,0,0.044,0.067,0.165,0.116489547,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448,0.121349448
p54089,0,0,0,0,0.073,0.11,0.283,0.19721476,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364,0.204135364
p54091,0,0,0,0,0.081,0.144,0.361,0.252394019,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437,0.259830437
p54093,0,0,0,0,0.037,0.051,0.129,0.090943594,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604,0.094258604
p54095,0,0,0,0,0.044,0.069,0.171,0.122620576,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002,0.128127002
p54097,0,0,0,0,0.11,0.169,0.427,0.298376735,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781,0.308275781
p54101,0,0,0,0,0.037,0.059,0.147,0.10422749,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434,0.10779434
p54103,0,0,0,0,0.081,0.115,0.286,0.203345789,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666,0.214094666
p54105,0,0,0,0,0.029,0.044,0.112,0.078681536,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787,0.081233787
p54107,0,0,0,0,0.366,0.538,1.281,0.921697997,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177,0.972580177
p54005,0,0,0,0,0.015,0.023,0.054,0.037808011,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078,0.039055078
p54011,0,0,0,0,0.315,0.569,1.199,1.202703484,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977,1.466256977
p54019,0,0,0,0,0.051,0.079,0.201,0.141013663,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207,0.145808207
p54039,0,0,0,0,0.286,0.528,1.234,1.033078354,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451,1.157661451
p54043,0,0,0,0,0.022,0.031,0.073,0.051091907,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814,0.052590814
p54045,0,0,0,0,0.029,0.036,0.074,0.054157421,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028,0.056775028
p54047,0,0,0,0,0.022,0.033,0.079,0.059266612,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246,0.064102246
p54053,0,0,0,0,0.029,0.059,0.147,0.103205652,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421,0.107283421
p54055,0,0,0,0,0.095,0.151,0.326,0.270787106,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031,0.327359031
p54059,0,0,0,0,0.022,0.031,0.071,0.04904823,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684,0.051038684
p54079,0,0,0,0,0.059,0.079,0.176,0.129773443,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097,0.140188097
p54081,0,0,0,0,2.089,3.137,7.817,5.446397255,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876,5.59896876
